Date,VLY,R2000,Rentabilidad_VLY,Rentabilidad_R2000,Mkt-RF,SMB,HML,RF,Market Premium,VLY Premium
2024-05-01,6.485466003417969,2070.1298828125,0.0169734607997056,0.0475949860464497,0.0433,0.005600000000000001,-0.013500000000000002,0.0044,0.043194986046449696,0.012573460799705598
2024-06-01,6.349025726318359,2047.68994140625,-0.0212623016409747,-0.0108990507108895,0.027999999999999997,-0.0302,-0.0331,0.0040999999999999995,-0.0149990507108895,-0.0253623016409747
2024-07-01,7.765174388885498,2254.47998046875,0.2013475424654835,0.0962070391117199,0.012199999999999999,0.0679,0.055999999999999994,0.0045000000000000005,0.0917070391117199,0.1968475424654835
2024-08-01,8.024014472961426,2217.6298828125,0.0327899396946395,-0.0164803338128581,0.016,-0.035,-0.011000000000000001,0.0048,-0.0212803338128581,0.027989939694639504
2024-09-01,8.375296592712402,2229.969970703125,0.0428476367722208,0.0055491141120559,0.0172,-0.0012,-0.0277,0.004,0.0015491141120559,0.038847636772220806
2024-10-01,8.873933792114258,2196.64990234375,0.0578317009054788,-0.0150546912217416,-0.01,-0.0096,0.0089,0.0039000000000000003,-0.0189546912217416,0.0539317009054788
2024-11-01,9.970291137695312,2434.72998046875,0.116491592876289,0.1029024313005606,0.0649,0.0454,0.0029,0.004,0.0989024313005606,0.112491592876289
2024-12-01,8.489741325378418,2230.159912109375,-0.1607512532152626,-0.087762567040654,-0.0317,-0.027000000000000003,-0.0298,0.0037,-0.09146256704065399,-0.1644512532152626
2025-01-01,9.737865447998049,2287.68994140625,0.1371634087481391,0.025469256847788,0.027999999999999997,-0.0195,0.0166,0.0037,0.021769256847788,0.13346340874813908
2025-02-01,9.32106876373291,2163.070068359375,-0.0437446441107404,-0.0560140087051453,-0.024399999999999998,-0.057800000000000004,0.048799999999999996,0.0033,-0.0593140087051453,-0.0470446441107404
2025-03-01,8.421170234680176,2011.9100341796875,-0.1015284950050408,-0.0724440038944142,-0.0639,-0.0274,0.0294,0.0034000000000000002,-0.0758440038944142,-0.1049284950050408
2025-04-01,8.252511024475098,1964.1199951171875,-0.0202312806986286,-0.024040231239256,-0.0084,-0.0054,-0.0336,0.0034999999999999996,-0.027540231239256,-0.0237312806986286
2025-05-01,8.425238609313965,2066.2900390625,0.0207142767781557,0.0507104422359693,0.060599999999999994,0.0067,-0.0296,0.0038,0.0469104422359693,0.0169142767781557
2025-06-01,8.569178581237793,2175.0400390625,0.0169400824346719,0.0512923255235203,0.048600000000000004,0.008,-0.0166,0.0034000000000000002,0.0478923255235203,0.013540082434671901
2025-07-01,9.00650691986084,2211.64990234375,0.0497754273473691,0.0166917260016818,0.019799999999999998,0.003,-0.0132,0.0034000000000000002,0.0132917260016818,0.0463754273473691
2025-08-01,10.16268253326416,2366.419921875,0.1207751289657209,0.0676394324439452,0.0184,0.038,0.0446,0.0038,0.0638394324439452,0.1169751289657209
2025-09-01,10.298702239990234,2436.47998046875,0.0132954550145276,0.0291761351745627,0.0339,-0.019,-0.009399999999999999,0.0033,0.0258761351745627,0.009995455014527602
2025-10-01,10.669801712036133,2479.3798828125,0.0353995902718139,0.0174541149010741,0.0196,-0.008199999999999999,-0.027999999999999997,0.0037,0.0137541149010741,0.0316995902718139
2025-11-01,11.1115140914917,2500.429931640625,0.040564394776675,0.0084542080879629,-0.0013,0.0054,0.035699999999999996,0.003,0.0054542080879629,0.037564394776674996
2025-12-01,11.464883804321287,2481.909912109375,0.0313069052129041,-0.0074343001121061,-0.0036,-0.0103,0.0236,0.0034000000000000002,-0.0108343001121061,0.0279069052129041
