Date,VLY,R2000,Rentabilidad_VLY,Rentabilidad_R2000
2020-07-01,5.801181793212891,1480.4300537109375,-0.03167788090633097,0.026738575592854752
2020-08-01,5.83224630355835,1561.8800048828125,0.0053405726878522,0.05355760461024127
2020-09-01,5.319690704345703,1507.68994140625,-0.09198706355241948,-0.035311587710451633
2020-10-01,6.023974895477295,1538.47998046875,0.12433215968888615,0.020216264027037825
2020-11-01,7.20669412612915,1819.8199462890625,0.17926301075042345,0.16794266225904858
2020-12-01,7.6876678466796875,1974.8599853515625,0.06460713278683067,0.08175993676279993
2021-01-01,8.142610549926758,2073.639892578125,0.05749336836964406,0.048807962962547365
2021-02-01,9.769536018371582,2201.050048828125,0.1821581395055938,0.059629076107464735
2021-03-01,10.957833290100098,2220.52001953125,0.11478559498306125,0.008806870068511866
2021-04-01,11.070059776306152,2266.449951171875,0.010189577085939478,0.02047329768026414
2021-05-01,11.51222038269043,2268.969970703125,0.039164966585012576,0.0011112619488339802
2021-06-01,10.796725273132324,2310.550048828125,-0.06416624043760265,0.018159641449543927
2021-07-01,10.444375991821289,2226.25,-0.03317922176261419,-0.03716705694257479
2021-08-01,10.56591796875,2273.77001953125,0.01156988407463426,0.021120699821365913
2021-09-01,10.784690856933594,2204.3701171875,0.020494080248563834,-0.03099744849266182
2021-10-01,10.840971946716309,2297.18994140625,0.005205039712276854,0.04124480441584062
2021-11-01,10.988134384155273,2198.909912109375,0.013483343268313455,-0.04372486829571063
2021-12-01,11.241580963134766,2245.31005859375,0.022803491416172328,0.020881879319422612
2022-01-01,11.473641395568848,2028.449951171875,0.020432862379113712,-0.10157169185629333
2022-02-01,11.51485538482666,2048.090087890625,0.0035856223056073546,0.009635763903954143
2022-03-01,10.7318115234375,2070.1298828125,-0.07042560404308136,0.010703656191268916
2022-04-01,9.955644607543945,1864.0999755859375,-0.07507268274049975,-0.10483300083282843
2022-05-01,10.562292098999023,1864.0400390625,0.05915062199572654,-3.215357964410743e-05
2022-06-01,8.65093994140625,1707.989990234375,-0.19962233076787897,-0.0874289613857588
2022-07-01,9.815272331237793,1885.22998046875,0.12627159498958707,0.09873258418092602
2022-08-01,9.756499290466309,1844.1199951171875,-0.006005916947574882,-0.022047622720424057
2022-09-01,9.068001747131348,1664.719970703125,-0.07318173151346963,-0.1023452727674846
2022-10-01,10.0611572265625,1846.8599853515625,0.10393026520210748,0.10382996829668929
2022-11-01,10.730772972106934,1886.5799560546875,0.0644334019376012,0.021278750982078737
2022-12-01,9.586496353149414,1761.25,-0.11276011409394074,-0.06874185857172196
2023-01-01,10.165703773498535,1931.93994140625,0.05866420129547358,0.09250086484773742
2023-02-01,9.908994674682617,1896.989990234375,-0.025576782002145252,-0.01825623476875189
2023-03-01,7.90665864944458,1802.47998046875,-0.22573762617599324,-0.05110493073051045
2023-04-01,8.11465835571289,1768.989990234375,0.02596682825851505,-0.01875472684925927
2023-05-01,6.38445520401001,1749.6500244140625,-0.2398059382450726,-0.01099297484352965
2023-06-01,6.704542636871338,1888.72998046875,0.0489191406664261,0.07648885330746762
2023-07-01,8.991222381591797,2003.1800537109375,0.293463508338103,0.058831309467171716
2023-08-01,8.044776916503906,1899.6800537109375,-0.11122575989524314,-0.053050465452057514
2023-09-01,7.501448631286621,1785.0999755859375,-0.06992689787181265,-0.06221105681423135
2023-10-01,6.901142120361328,1662.280029296875,-0.08340923013369812,-0.07128425080596895
2023-11-01,8.072029113769531,1809.02001953125,0.15671796720959053,0.08459510139176503
2023-12-01,9.633213996887207,2027.0699462890625,0.17681202870201482,0.11380610118994916
2024-01-01,8.630058288574219,1947.3399658203125,-0.10996565925454455,-0.040127052945835184
2024-02-01,7.3472113609313965,2054.840087890625,-0.16093042469680047,0.05373370758404976
2024-03-01,7.140880107879639,2124.550048828125,-0.02848480139184865,0.033362009419245185
2024-04-01,6.376314163208008,1973.9100341796875,-0.113245820115768,-0.07354367364552336
2024-05-01,6.4854655265808105,2070.1298828125,0.01697338727574061,0.04759498604644973
2024-06-01,6.349025726318359,2047.68994140625,-0.02126222811700976,-0.010899050710889556
2024-07-01,7.765174388885498,2254.47998046875,0.20134754246548356,0.09620703911171996
2024-08-01,8.024014472961426,2217.6298828125,0.0327899396946395,-0.016480333812858135
2024-09-01,8.375297546386719,2229.969970703125,0.04284775063974194,0.005549114112055952
2024-10-01,8.873934745788574,2196.64990234375,0.0578316945071237,-0.015054691221741651
2024-11-01,9.970293045043945,2434.72998046875,0.11649167671030794,0.10290243130056063
2024-12-01,8.489741325378418,2230.159912109375,-0.16075144451844775,-0.08776256704065401
2025-01-01,9.737863540649414,2287.68994140625,0.13716321287884614,0.02546925684778804
2025-02-01,9.321069717407227,2163.070068359375,-0.04374434592761503,-0.05601400870514537
2025-03-01,8.421170234680176,2011.9100341796875,-0.10152859731887336,-0.07244400389441422
2025-04-01,8.252511024475098,1964.1199951171875,-0.020231280698628697,-0.02404023123925606
2025-05-01,8.425238609313965,2066.2900390625,0.020714276778155703,0.05071044223596932
2025-06-01,8.569177627563477,2175.0400390625,0.01693997114344829,0.051292325523520324
2025-07-01,9.00650691986084,2211.64990234375,0.049775538638592826,0.016691726001681832
2025-08-01,10.162680625915527,2366.419921875,0.12077494128409225,0.06763943244394521
2025-09-01,10.29870319366455,2436.47998046875,0.013295735297559156,0.02917613517456271
2025-10-01,10.669801712036133,2479.3798828125,0.035399497670411416,0.017454114901074187
2025-11-01,11.1115140914917,2500.429931640625,0.040564394776675006,0.008454208087962985
2025-12-01,11.464883804321289,2481.909912109375,0.03130690521290418,-0.007434300112106183
